First Priority,Second Priority,Third Priority,Score,Year
BSED-Fil,BSHM,BSIT,82,2018
BSTM,BSN,BSHM,82,2018
BSED-Soc Stud,BSED-Eng,BSED-Fil,82,2018
BSBA-FM,BSHM,BSTM,82,2018
BSTM,BSED-Fil,BSBA-FM,82,2018
BSED-Eng,BSDC,BSN,82,2018
BSN,AB Pol Sci,BSED-Eng,82,2018
BPA,BSTM,BSBio,82,2018
BSTM,BSN,ABFL,82,2018
BAB,AB Pol Sci,BAJ,82,2018
BSN,BSIT,BSTM,82,2018
BSHM,BSTM,BPEDD,82,2018
BSBio,BSAM,BSN,82,2018
BSED-Soc Stud,BSED-Fil,BSDC,82,2018
BSIT,BSAM,BSHM,82,2018
BAJ,BAB,BSED-Eng,82,2018
BSTM,BSHM,BAB,82,2018
BSBA-FM,BSIT,BSBA-OM,82,2018
BSN,BSBio,BCAED,82,2018
BSTM,BSHM,BSBA-FM,82,2018
BSEd-Math,BSAM,BSTM,82,2018
BSN,BSTM,BSDC,82,2018
BSIS,BSN,BSBio,82,2018
BSN,BSBio,BPA,82,2018
BSHM,BSBA-OM,BSTM,82,2018
BSN,BSIT,BSDC,82,2018
BSAM,BECEd,BSEd-Math,82,2018
BPEDD,BPEDD,BSESS,82,2018
BSBA-OM,BSBA-FM,ABFL,82,2018
BSIS,ABFL,BSED-Eng,82,2018
BEEd,BSED-Sci,ABFL,82,2018
ABFL,AB Pol Sci,BAJ,82,2018
BSBA-FM,BSBA-OM,BSTM,82,2018
BSTM,BSBA-OM,BSHM,82,2018
BAJ,BSIS,BSIT,82,2018
BSEd-Math,BSED-Fil,BEED,82,2018
BSIT,BSEMC,BSCS,82,2018
BSED-Soc Stud,BCAED,BSBA-OM,82,2018
BPA,BSBA-FM,BPEDD,82,2018
BSED-Soc Stud,AB Pol Sci,BPEDD,82,2018
BSED-Eng,ABELS,BSEMC,82,2018
BSED-Soc Stud,BSED-Sci,BSBio,82,2018
BSED-Fil,BSBio,BSED-Soc Stud,82,2018
BSBio,BSN,BSBA-FM,82,2018
BSED-Fil,BSED-Soc Stud,AB Pol Sci,82,2018
BSN,ABFL,BSTM,82,2018
BSN,BSBio,BAJ,82,2018
BSHM,BSTM,BSBA-FM,82,2018
BEEd,BSESS,BPEDD,82,2018
BSED-Sci,BEED,BSBio,82,2018
BSBA-FM,BSTM,BPEDD,82,2018
BSN,BSBio,BEED,82,2018
BSN,BSBio,BSCS,82,2018
BSN,BSBio,AB Pol Sci,82,2018
BSN,BSBio,BSTM,82,2018
BSN,BSTM,BSBio,82,2018
BSBA-FM,BSTM,Not Indicated,82,2018
BSBA-FM,BSHM,BSEd-Math,82,2018
BSCS,BSIT,BLIS,82,2018
BSBio,BSN,BSCS,82,2018
BSN,AB Pol Sci,BSBio,82,2018
BSED-Sci,BSN,BSIT,82,2018
BSBA-FM,AB Pol Sci,BSHM,82,2018
BSN,BSIT,BSBio,82,2018
BSBA-FM,Not Indicated,Not Indicated,82,2018
BSN,BSTM,BSBio,82,2018
BSN,BSED-Eng,ABFL,82,2018
BSED-Eng,BEED,ABFL,82,2018
BSIT,BSED-Fil,BSN,82,2018
BSN,BSBio,BSTM,82,2018
BSBA-FM,BSED-Soc Stud,BSED-Eng,82,2018
BSIS,BSCS,BSIT,82,2018
BSHM,BSIS,BSBA-OM,82,2018
BSN,BSBio,Not Indicated,82,2018
BSN,BSIT,BSIS,82,2018
BCAED,BSEMC,BSIT,82,2018
BSED-Eng,BSED-Sci,BPEDD,82,2018
BSNED-Gen,BEED,BSED-Fil,82,2018
BSN,BSBio,Not Indicated,82,2018
BSN,BSBio,BSBA-FM,82,2018
BSBA-FM,BSBA-OM,BSTM,82,2018
BSBA-FM,BSN,BSIT,82,2018
BSN,BSTM,BSBA-FM,82,2018
BSED-Sci,BSED-Eng,BSED-Soc Stud,82,2018
BSTM,BSED-Sci,BSBio,82,2018
BSBio,BSED-Eng,BAJ,82,2018
BSIT,BPA,BSTM,82,2018
BSN,BSTM,BSBio,82,2018
BSNED-Gen,BECEd,BSN,82,2018
BSED-Sci,BSBA-FM,BSED-Eng,82,2018
BSN,BCAED,AB Pol Sci,82,2018
BSBA-FM,BSBA-OM,Not Indicated,82,2018
BSBA-FM,BSBA-OM,BSTM,82,2018
BSBA-OM,BSED-Fil,BSN,82,2018
BSBA-FM,BSTM,BSAM,82,2018
BEEd,BSHM,BAJ,82,2018
BSIT,BAB,BSTM,82,2018
BSBA-OM,BSCM,BSN,82,2018
BSTM,BSBA-OM,BSHM,82,2018
BSN,BSBio,AB Pol Sci,82,2018
BSBA-FM,BSDC,BSTM,82,2018
BSBio,BSN,AB Pol Sci,82,2018
BSN,BPA,BSBio,82,2018
BSN,BSTM,BSIT,82,2018
BSIT,BSBA-FM,BSTM,82,2018
BSN,BSED-Soc Stud,BAB,82,2018
BSHM,BSTM,BSDC,82,2018
BSBio,BSN,BSCS,82,2018
BSN,BSBio,Not Indicated,82,2018
BSBA-FM,BSCM,BSCS,82,2018
BSTM,BSHM,BSED-Fil,82,2018
BSBio,BSCS,BAB,82,2018
BECEd,BSED-Eng,AB Pol Sci,82,2018
BSED-Eng,BSED-Fil,BSHM,82,2018
BSEd-Math,BSAM,BSBA-FM,82,2018
BSN,BSBio,BSIT,82,2018
AB Pol Sci,BSBA-OM,BSTM,82,2018
AB Pol Sci,BSN,BSBio,82,2018
AB Pol Sci,BSBA-FM,BSED-Eng,82,2018
AB Pol Sci,BAB,ABFL,82,2018
AB Pol Sci,BCAED,BPA,82,2018
ABFL,BPA,BPEDD,82,2018
BSN,BSBio,AB Pol Sci,82,2018
BSN,BAJ,BSIT,82,2018
BSTM,BSBio,BSN,82,2018
BSN,BSBio,Not Indicated,82,2018
BSBio,BSN,BSCS,82,2018
BECEd,BPA,BSTM,82,2018
BSHM,BSBA-FM,BSN,82,2018
BSEd-Math,BSAM,BEED,82,2018
BSN,BSED-Fil,BSNED-Gen,82,2018
BSN,BSBio,BSED-Eng,82,2018
BSN,ABFL,BSTM,82,2018
BSN,BSIT,BSIS,82,2018
BSBA-OM,BSBA-FM,BSCM,82,2018
BSBA-OM,BSBA-FM,BSHM,82,2018
BSN,Not Indicated,Not Indicated,82,2018
BSN,BSBio,BAJ,82,2018
BSN,BSIT,BSED-Sci,82,2018
BSN,BSBio,BSHM,82,2018
BSN,BSBio,BLIS,81,2018
BSEd-Math,BSED-Sci,BSED-Fil,81,2018
BSN,BPA,AB Pol Sci,81,2018
BSN,BSBio,Not Indicated,81,2018
BEEd,BSED-Fil,BSED-Soc Stud,81,2018
BAB,AB Pol Sci,BEED,81,2018
BSED-Eng,BSTM,BEED,81,2018
BSBA-OM,BSBA-FM,BSTM,81,2018
BSED-Eng,ABFL,BEED,81,2018
BSED-Sci,BSTM,BEED,81,2018
BSBA-FM,BSBA-OM,BSHM,81,2018
BSHM,BSBA-OM,BSN,81,2018
BSTM,BSBA-FM,BSHM,81,2018
BSIS,BSCS,BSIT,81,2018
BSBio,BSN,BSED-Sci,81,2018
BSEd-Math,BEED,BSHM,81,2018
BSHM,BSTM,AB Pol Sci,81,2018
BEEd,BSED-Eng,BPEDD,81,2018
BSNED-Gen,BSED-Soc Stud,ABFL,81,2018
ABFL,BSIT,BSTM,81,2018
BSBA-OM,BSCM,BSTM,81,2018
BSED-Sci,BEED,BSIT,81,2018
BSED-Soc Stud,BSAM,AB Pol Sci,81,2018
BSED-Eng,BEED,BSHM,81,2018
BSED-Sci,BAJ,BEED,81,2018
BSHM,BSESS,BSNED-Gen,81,2018
BSBA-FM,BSBA-OM,BSCM,81,2018
BSBA-FM,BSBA-OM,BSAM,81,2018
BSBA-FM,BSIT,BSESS,81,2018
BSED-Soc Stud,BSBA-OM,BSIS,81,2018
BSED-Eng,BSN,BEED,81,2018
BSTM,BSEd-Math,ABFL,81,2018
BSBA-FM,BSAM,BSEd-Math,81,2018
BSHM,BPEDD,BEED,81,2018
BSBio,BSED-Sci,BEED,81,2018
BSED-Eng,BSBA-FM,BAJ,81,2018
BSN,BSBio,Not Indicated,81,2018
BPEDD,BSESS,BPA,81,2018
BAJ,BSBio,BSDC,81,2018
BSAM,BSBio,BSEd-Math,81,2018
BSIT,BSBA-FM,BSHM,81,2018
BEEd,BECEd,BSHM,81,2018
BSBA-FM,BSBio,BSN,81,2018
BSN,BSHM,BSBio,81,2018
BPEDD,BSED-Eng,BEED,81,2018
BSED-Soc Stud,BSIT,BSCS,81,2018
BSTM,ABFL,BLIS,81,2018
BSN,BSBio,BSTM,81,2018
BSEd-Math,BSAM,ABFL,81,2018
BSBA-FM,BSTM,ABFL,81,2018
BSED-Fil,Not Indicated,Not Indicated,81,2018
BSBA-FM,BSCM,BSBA-OM,81,2018
BSN,BSBio,BSCS,81,2018
BSTM,BSBio,BSCS,81,2018
BSBA-FM,AB Pol Sci,BSAM,81,2018
BSBA-FM,BSHM,BEED,81,2018
BSN,BSHM,BSTM,81,2018
BSTM,BSHM,BSBA-FM,81,2018
BSED-Soc Stud,BSED-Sci,BEED,81,2018
BSN,BSIS,BSBA-FM,81,2018
BSEd-Math,AB Pol Sci,BSCS,81,2018
BSBA-FM,BSHM,Not Indicated,81,2018
BSBA-FM,BAB,BPEDD,81,2018
BSN,BSBA-FM,BSTM,81,2018
BSN,BSED-Eng,BSBio,81,2018
BSN,BSBio,BSBA-FM,81,2018
BSN,BSBio,AB Pol Sci,81,2018
BSED-Eng,BEED,BSED-Fil,81,2018
BSN,BEED,BSED-Fil,81,2018
BSN,BSBio,BPEDD,81,2018
BSN,BSBio,BSED-Soc Stud,81,2018
BSN,BSBio,BSED-Sci,81,2018
BSN,BSCM,BEED,81,2018
BSED-Soc Stud,BPEDD,BPA,81,2018
BSN,BSBio,BSHM,81,2018
BSHM,ABFL,BSTM,81,2018
BSBA-FM,BSTM,BEED,81,2018
BPA,AB Pol Sci,BSED-Fil,81,2018
BSN,BSBio,AB Pol Sci,81,2018
BSN,BSBio,BSIT,81,2018
BSBA-OM,BSN,BSED-Eng,81,2018
BSN,BSN,AB Pol Sci,81,2018
BSIT,BSN,BSHM,81,2018
BSIT,BSCM,BSDC,81,2018
BSN,BSIT,BSTM,81,2018
BSIT,BSHM,BAJ,81,2018
BSBA-FM,BSIT,ABFL,81,2018
BAB,BAJ,ABELS,81,2018
BSED-Sci,BEED,ABFL,81,2018
BSIT,BSTM,BSN,81,2018
BSED-Math,BSN,BEED,81,2018
BPEDD,BPA,BSESS,81,2018
BSN,BSTM,BSHM,81,2018
BSBA-FM,BSN,BPEDD,81,2018
BSIT,BSIS,BSCS,81,2018
BSTM,BSBA-FM,BSBA-OM,81,2018
BSN,BSBio,BSTM,81,2018
BSBA-OM,BSTM,Not Indicated,81,2018
ABFL,BSED-Eng,BSTM,81,2018
BSED-Soc Stud,ABFL,BECEd,81,2018
BEEd,BSEd-Math,BSBA-FM,81,2018
BPEDD,BPA,BCAED,81,2018
BSED-Eng,ABFL,BSBA-FM,81,2018
BSIT,BSEMC,BSBio,81,2018
BSCS,BSIS,BSIT,81,2018
BSED-Sci,BSIT,BSIS,81,2018
BSN,BSBio,AB Pol Sci,81,2018
BSN,BSBA-FM,Not Indicated,81,2018
BSBio,BSN,BSHM,81,2018
BSED-Soc Stud,BSED-Soc Stud,BAB,81,2018
BSCS,BSIT,BSIS,81,2018
BSN,BAB,BSBio,81,2018
BSED-Fil,BSBio,BSIS,81,2018
BSTM,BSHM,BSED-Eng,81,2018
BSIT,BSEMC,BSIS,81,2018
BSBio,BSN,ABFL,81,2018
BSEd-Math,BSAM,BSBA-FM,81,2018
BSBio,BSAM,AB Pol Sci,81,2018
BSN,BSCS,BCAED,81,2018
BSBA-OM,BSHM,BSN,81,2018
BSBA-FM,BPA,BSED-Eng,81,2018
BSIT,ABFL,BSBio,81,2018
BSN,BSHM,BSEd-Math,81,2018
BSBA-OM,BSBA-FM,BSESS,81,2018
BSED-Eng,BSBio,BSHM,81,2018
BSBA-FM,BLIS,BSN,81,2018
BSED-Fil,BSIT,BSN,81,2018
BSN,BSHM,BSBio,81,2018
BSHM,BSBA-OM,BSED-Soc Stud,81,2018
BSTM,BSHM,BSED-Fil,81,2018
BSN,BSBio,Not Indicated,81,2018
BSBA-OM,BSED-Eng,BSED-Fil,81,2018
BSHM,BSBio,BEED,81,2018
BSN,BSBA-FM,BSTM,81,2018
BSN,BSBio,ABFL,81,2018
BSBio,Not Indicated,BSED-Eng,81,2018
BSN,BSBio,BSTM,81,2018
BSED-Fil,BSED-Sci,BEED,81,2018
BSIT,BSCS,BSHM,81,2018
AB Pol Sci,BSED-Eng,BSBio,81,2018
AB Pol Sci,BSED-Soc Stud,BSED-Fil,81,2018
AB Pol Sci,ABFL,BSTM,81,2018
AB Pol Sci,BSBA-OM,BSTM,81,2018
AB Pol Sci,BSBA-FM,BSBio,81,2018
BSBA-OM,BSCM,BAB,81,2018
BSTM,BSBA-FM,BSCS,81,2018
BSIT,BSED-Eng,BEED,81,2018
BSHM,BSBA-OM,BSED-Eng,81,2018
BSIT,BSN,BSIS,81,2018
BAJ,BSDC,BPA,81,2018
BAB,BAJ,BSED-Eng,81,2018
BSTM,BCAED,BPA,81,2018
BSBA-OM,BSBA-FM,BSCM,81,2018
BSBA-FM,BSHM,BSBA-OM,81,2018
BSIT,BSIS,BSEMC,81,2018
BSED-Soc Stud,BAJ,BSIT,81,2018
BSIS,BSTM,BPED,80,2018
BSIS,BSCS,BSBA-FM,80,2018
BSED-Soc Stud,BPEDD,BECEd,80,2018
BSTM,BSIT,BECEd,80,2018
BSED-Eng,BAB,BSDC,80,2018
BSED-Eng,BSBA-FM,BSAM,80,2018
BSED-Eng,BSTM,BCAED,80,2018
BSBA-FM,BSED-Soc Stud,BSIT,80,2018
BSBio,BSED-Soc Stud,AB Pol Sci,80,2018
BEEd,BSED-Soc Stud,BSED-Eng,80,2018
BSBA-OM,BSBA-FM,BSTM,80,2018
BSED-Fil,BEED,BECEd,80,2018
BSBA-FM,BSBA-OM,BSTM,80,2018
BSN,BSTM,ABFL,80,2018
BSED-Sci,BSED-Soc Stud,BSBio,80,2018
BSBA-FM,BSIT,BPA,80,2018
BSED-Fil,BEED,BSIT,80,2018
BSBA-FM,BSBA-OM,BSEd-Math,80,2018
BSBio,BSN,BECEd,80,2018
BSN,BSBio,BAB,80,2018
BSIT,BSIS,BSCS,80,2018
BSHM,BSCS,BSIT,80,2018
BSBio,AB Pol Sci,BSED-Sci,80,2018
BSBA-FM,BSBio,BSIT,80,2018
BSBA-FM,BSBA-OM,BSED-Soc Stud,80,2018
BSBA-FM,BSBio,BSN,80,2018
BSED-Soc Stud,BSESS,BPEDD,80,2018
BSED-Fil,BSED-Sci,BSED-Soc Stud,80,2018
BSEd-Math,BEED,BSCS,80,2018
BSBA-OM,BSTM,BSN,80,2018
AB Pol Sci,BSTM,BSED-Soc Stud,80,2018
BSBio,BSN,BSED-Sci,80,2018
BSBA-FM,BPEDD,BSHM,80,2018
BSHM,BSTM,BSN,80,2018
BSBio,BSTM,BSED-Sci,80,2018
BAB,BSIT,BPEDD,80,2018
BSN,BSBA-FM,BSIT,80,2018
BSBA-FM,BSBA-OM,BSTM,80,2018
BSBA-FM,BSTM,BSAM,80,2018
BSN,BSEd-Math,BSED-Sci,80,2018
BSIT,BSTM,BSBA-FM,80,2018
BSBA-FM,BSHM,BSAM,80,2018
BSBA-OM,BSBA-FM,BPA,80,2018
BSN,BSBio,BSAM,80,2018
BSEd-Math,BSAM,BEED,80,2018
BSDC,BSEMC,BSED-Soc Stud,80,2018
BEEd,BSED-Eng,BECEd,80,2018
BSAM,BSEd-Math,BSBA-FM,80,2018
BSBA-FM,BSTM,BPEDD,80,2018
BSN,ABELS,BSED-Eng,80,2018
BSHM,BSTM,BAJ,80,2018
BSHM,BPA,BSN,80,2018
BSEMC,Not Indicated,Not Indicated,80,2018
BPA,BSN,AB Pol Sci,80,2018
BSED-Eng,BAB,BSHM,80,2018
BSBA-OM,BSBA-FM,BSHM,80,2018
BSN,BSBio,BSBA-OM,80,2018
BSBA-OM,BSHM,BSIT,80,2018
BSBA-OM,BSTM,Not Indicated,80,2018
BSBio,BSN,Not Indicated,80,2018
BSEd-Math,BSBA-FM,Not Indicated,80,2018
BEEd,BSN,BSBio,80,2018
BSN,BSED-Eng,BSED-Sci,80,2018
BSBio,BSNEd-TDHL,BSN,80,2018
BSBA-FM,BSCS,BSHM,80,2018
BSED-Eng,ABFL,BSN,80,2018
BSHM,BSTM,BSIT,80,2018
BSBio,BSN,AB Pol Sci,80,2018
BSCS,BSTM,BSN,80,2018
BSN,BSCS,BSIT,80,2018
BSN,BSBio,BSIT,80,2018
BECEd,BSED-Soc Stud,BSESS,80,2018
BSN,BSBio,AB Pol Sci,80,2018
BSHM,BSTM,BSIT,80,2018
BSN,BSAM,BSIT,80,2018
BSN,BSTM,BSBio,80,2018
BSN,BSBio,AB Pol Sci,80,2018
BSN,BSIT,BSED-Sci,80,2018
BSED-Eng,BSBio,BSED-Soc Stud,80,2018
BSBA-FM,BSED-Eng,BSIT,80,2018
BSN,BSHM,BSTM,80,2018
BSBA-FM,BSHM,BPEDD,80,2018
BSN,BSBio,BSED-Eng,80,2018
BSN,BSIT,BSEMC,80,2018
BSHM,BSBA-FM,Not Indicated,80,2018
BSED-Eng,BEED,ABELS,80,2018
ABFL,BSHM,BSBio,80,2018
BPEDD,BSHM,BSED-Eng,80,2018
BSN,BSED-Sci,BSTM,80,2018
BSBA-FM,BSTM,Not Indicated,80,2018
BSBA-OM,BSHM,BSTM,80,2018
BSBA-FM,BSN,BSEMC,80,2018
BSED-Eng,BPEDD,BPA,80,2018
BSTM,BSHM,BSN,80,2018
BSN,BSBio,BSDC,80,2018
BSED-Soc Stud,BPEDD,BSTM,80,2018
BSED-Eng,BSED-Fil,BAB,80,2018
BSBA-FM,BSED-Soc Stud,BSEd-Math,80,2018
BSED-Sci,Not Indicated,Not Indicated,80,2018
BSN,BSED-Sci,BSHM,80,2018
BSN,BSBio,AB Pol Sci,80,2018
BSEd-Math,BSTM,BSAM,80,2018
BSBA-FM,BSCS,BPA,80,2018
BEEd,BSBio,BPA,80,2018
BSBA-FM,BSED-Soc Stud,BSIT,80,2018
BSN,BSBio,BSCS,80,2018
BSBA-OM,BSHM,BSTM,80,2018
BSIT,BSCS,BSIS,80,2018
BSED-Eng,BSTM,AB Pol Sci,80,2018
BSHM,BSCM,BSED-Fil,80,2018
BPEDD,BSESS,BSN,80,2018
BSESS,BSN,BSBA-FM,80,2018
BAJ,BSED-Soc Stud,BSNEd-TDHL,80,2018
BSN,BSBio,BSTM,80,2018
BSN,BSHM,BSED-Sci,80,2018
BSBA-FM,BSTM,Not Indicated,80,2018
BPEDD,BSESS,BPA,80,2018
BSIT,BCAED,BSED-Eng,80,2018
BAB,BSTM,BAJ,80,2018
ABFL,BSDC,BSED-Eng,80,2018
BSBA-OM,BSBA-FM,BSTM,80,2018
BSN,BSBio,BEED,80,2018
BSBio,BPEDD,ABFL,80,2018
BSTM,BSBio,BSIT,80,2018
BPA,BEED,BSED-Fil,80,2018
BSHM,BSTM,BSBA-FM,80,2018
BSBA-FM,BEED,BSED-Eng,80,2018
ABFL,BSTM,BSHM,80,2018
BAB,BSDC,BSTM,80,2018
BSBA-OM,BSED-Eng,BSIT,80,2018
ABFL,BSTM,BSBA-OM,80,2018
BSN,BSHM,BSTM,80,2018
BSTM,BSN,BECEd,80,2018
BSED-Fil,BEED,BSED-Eng,80,2018
BSNED-Gen,ABFL,BSED-Eng,80,2018
BSHM,BSTM,BSIT,80,2018
BSBA-FM,BSBA-OM,BSIS,80,2018
AB Pol Sci,BSED-Eng,BCAED,80,2018
AB Pol Sci,BEED,BAJ,80,2018
AB Pol Sci,BSTM,BSDC,80,2018
BSED-Fil,BEED,BSED-Eng,80,2018
BSBA-FM,BSCM,BSBio,80,2018
BSN,BSCM,BSTM,80,2018
BSTM,BSN,BSED-Eng,80,2018
BSTM,BSBA-OM,Not Indicated,80,2018
BSIT,BSHM,BSED-Fil,80,2018
BSN,AB Pol Sci,BSBio,80,2018
BSED-Eng,BSED-Soc Stud,BSIT,80,2018
BPA,BEED,BSBA-FM,80,2018
BAB,BSBA-OM,BSN,80,2018
BSED-Soc Stud,BEED,BECEd,80,2018
BSN,BSBio,Not Indicated,80,2018
BSED-Fil,BSBA-FM,BEED,80,2018
BSN,BSBio,AB Pol Sci,80,2018
BSTM,BPA,BAJ,80,2018
BSN,BSED-Sci,BSBio,80,2018
BSHM,BSTM,BSN,80,2018
BPEDD,BEED,BCAED,80,2018
BSTM,BSN,BSIT,80,2018
BSBA-FM,BSIT,BSED-Fil,80,2018
BSN,BSBA-OM,BSHM,80,2018
BSTM,BSIT,BAB,80,2018
BSED-Soc Stud,AB Pol Sci,ABELS,79,2018
BEEd,BSBio,BECEd,79,2018
BSED-Soc Stud,BSED-Eng,BSED-Fil,79,2018
BPEDD,BSED-Fil,BSN,79,2018
BSESS,BSED-Fil,BPEDD,79,2018
BSED-Fil,BSTM,BSIT,79,2018
BSTM,BSBA-FM,BSN,79,2018
BSEd-Math,BSBA-OM,BSED-Fil,79,2018
BECEd,BEED,BSED-Fil,79,2018
BSN,BSED-Eng,BSED-Fil,79,2018
BSED-Eng,BSED-Fil,BSED-Soc Stud,79,2018
BECEd,BEED,BSED-Eng,79,2018
ABELS,BSEd-Math,BSBio,79,2018
BSBA-FM,BSED-Eng,BSHM,79,2018
BPA,BPEDD,ABELS,79,2018
BSN,BSBio,BSIT,79,2018
BSHM,BPA,BSTM,79,2018
BSHM,BPA,BSTM,79,2018
BSBio,BSBA-OM,BSN,79,2018
BSN,BPA,BECEd,79,2018
BSN,BSCM,BCAED,79,2018
BSN,BSBio,BSED-Eng,79,2018
BSED-Fil,BSED-Soc Stud,BSHM,79,2018
BSN,Not Indicated,Not Indicated,79,2018
BSIT,BSIT,Not Indicated,79,2018
BSHM,BSBA-OM,BSDC,79,2018
ABFL,BSED-Soc Stud,BSDC,79,2018
BSED-Fil,BAB,BSNED-Gen,79,2018
BSN,BPA,BPEDD,79,2018
BSED-Eng,BSED-Fil,BSED-Soc Stud,79,2018
BSED-Fil,BEED,BSTM,79,2018
BSN,BCAED,BSHM,79,2018
BSIT,BSIS,BSED-Fil,79,2018
BSN,BSBio,Not Indicated,79,2018
BSTM,Not Indicated,BSBA-FM,79,2018
BSN,BSED-Soc Stud,BECEd,79,2018
BSN,BSBio,BSTM,79,2018
BPEDD,BSEd-Math,BPA,79,2018
BSTM,BSHM,BSED-Eng,79,2018
BSED-Eng,BSED-Fil,BSED-Sci,79,2018
BSTM,BPA,BSIT,79,2018
BSTM,BSHM,ABELS,79,2018
BSN,BSHM,BSTM,79,2018
BSN,BSBA-FM,BSTM,79,2018
BSTM,BSIT,BSHM,79,2018
BSN,BSTM,BSBA-FM,79,2018
BSBA-OM,BSAM,BPA,79,2018
BPA,BEED,BCAED,79,2018
BSBA-OM,BSHM,BSBA-FM,79,2018
BSN,BSBio,BSIT,79,2018
BSN,BSBio,BSCS,79,2018
BSHM,BSTM,Not Indicated,79,2018
BSBA-FM,BSTM,BSCM,79,2018
BSBA-FM,BSCS,BSIT,79,2018
BSBA-FM,BSBA-OM,BSIS,79,2018
BAB,BSED-Soc Stud,BSDC,79,2018
BSED-Fil,BSCS,BSIT,79,2018
BSBA-OM,BSBA-FM,BSTM,79,2018
BSBA-FM,BSHM,BSEd-Math,79,2018
BPA,BSED-Eng,BSNED-Gen,79,2018
BSBA-FM,BSBio,BAB,79,2018
BSTM,BSHM,BPA,79,2018
BSN,BSBio,ABELS,79,2018
BSN,BSBio,Not Indicated,79,2018
BSCM,BSBA-FM,BSHM,79,2018
BSN,BSBio,ABFL,79,2018
BSED-Fil,BSTM,BSIT,79,2018
BSBA-FM,BSTM,BSN,79,2018
BSED-Soc Stud,BSN,BSBio,79,2018
BSIT,BSEMC,ABFL,79,2018
BSAM,BSBA-FM,BSEd-Math,79,2018
BSN,BSBio,BSAM,79,2018
BSBA-OM,BSN,BSBio,79,2018
BSED-Soc Stud,BLIS,BSHM,79,2018
BSN,BSIT,BSTM,79,2018
BSED-Fil,BSHM,BSTM,79,2018
BSBA-FM,ABFL,BPA,79,2018
BSBio,AB Pol Sci,BSIT,79,2018
BPEDD,BSIT,BEED,79,2018
BSED-Fil,BSED-Eng,BECEd,79,2018
BSHM,BSTM,BSAM,79,2018
BSED-Fil,BSED-Eng,BSIT,79,2018
BAB,Not Indicated,BAB,79,2018
BSIT,BSIT,Not Indicated,79,2018
BEEd,BSEd-Math,BECEd,79,2018
BSEd-Math,BSAM,BSBA-FM,79,2018
BSN,BSTM,BSBio,79,2018
BSBA-FM,BEED,BSNED-Gen,79,2018
BSED-Fil,BSHM,BSED-Soc Stud,79,2018
BPA,BPEDD,BSBA-OM,79,2018
BSBA-FM,BSCS,BSTM,79,2018
BSN,BSBA-OM,BSTM,79,2018
BSBA-FM,AB Pol Sci,BSEd-Math,79,2018
BSN,BSED-Eng,BSBA-FM,79,2018
BSN,BSBio,Not Indicated,79,2018
BPA,BPEDD,BEED,79,2018
BSED-Soc Stud,BECEd,BSIT,79,2018
ABFL,BSTM,BAB,79,2018
BSEd-Math,BSN,BSAM,79,2018
BSED-Soc Stud,AB Pol Sci,BSBA-FM,79,2018
BSAM,BSBA-FM,BSEd-Math,79,2018
BSHM,BSDC,BPA,79,2018
BSBA-FM,BSED-Eng,Not Indicated,79,2018
BAB,BAJ,BECEd,79,2018
BSN,BSESS,BSBio,79,2018
BSAM,BSN,BSIT,79,2018
BPEDD,BSEd-Math,BEED,79,2018
BSIT,BSN,BSHM,79,2018
BSED-Soc Stud,BSDC,BSHM,79,2018
BSHM,BSBio,BSN,79,2018
BSBio,BSN,AB Pol Sci,79,2018
BSN,BSBio,AB Pol Sci,79,2018
BSDC,BSED-Soc Stud,BSED-Sci,79,2018
ABELS,BSTM,BAB,79,2018
BSN,BSBio,Not Indicated,79,2018
BSTM,BSBA-FM,ABFL,79,2018
BEEd,BSNED-Gen,BSTM,79,2018
BSTM,BSN,Not Indicated,79,2018
BSTM,BAJ,BPEDD,79,2018
BSBA-FM,BSTM,BSHM,79,2018
BSBA-FM,BSTM,BPEDD,79,2018
AB Pol Sci,BSIT,BSN,79,2018
AB Pol Sci,ABFL,BSNED-Gen,79,2018
AB Pol Sci,BSED-Soc Stud,BSTM,79,2018
BPEDD,BSED-Eng,BSN,79,2018
BSHM,BSTM,BSEd-Math,79,2018
BSN,BSED-Eng,BPEDD,79,2018
BSBA-FM,BSTM,BSHM,79,2018
BSN,AB Pol Sci,BSIT,79,2018
BCAED,BPEDD,BPA,79,2018
BAB,BSHM,Not Indicated,79,2018
BSTM,BSBA-FM,Not Indicated,79,2018
BSN,BSBio,BSAM,79,2018
BSTM,BSBA-FM,ABFL,79,2018
BSBA-FM,BSED-Soc Stud,BSN,79,2018
BSBio,BSN,AB Pol Sci,79,2018
BSBA-FM,BSN,BSED-Fil,78,2018
BSTM,BECEd,BPA,78,2018
BSEd-Math,BSED-Soc Stud,BPA,78,2018
BSBA-FM,BSBA-OM,BSCM,78,2018
BSBA-FM,BSTM,BSBio,78,2018
BSED-Eng,BEED,BECEd,78,2018
BSIT,BSCS,BSIS,78,2018
BEEd,BSED-Eng,BSHM,78,2018
BSED-Eng,BPEDD,BSBA-FM,78,2018
BSBio,BAB,BECEd,78,2018
BPEDD,BSESS,BSTM,78,2018
BPA,BPEDD,BEED,78,2018
BSED-Eng,BEED,BSTM,78,2018
BSBA-FM,BSHM,BSIT,78,2018
BSBio,BSED-Sci,BSTM,78,2018
BSTM,BSHM,BSBA-FM,78,2018
BSDC,BAB,BSESS,78,2018
